ID,Position,Finishing,HeadingAccuracy,ShortPassing,Dribbling,FKAccuracy,LongPassing,Acceleration,Reactions,Stamina,LongShots,Marking,Penalties
2539,224221,RCB,40.0,74.0,63.0,46.0,36.0,64.0,64.0,69.0,53.0,38.0,75.0,44.0
2540,235997,CDM,47.0,55.0,75.0,69.0,55.0,74.0,73.0,68.0,69.0,55.0,70.0,49.0
2541,227550,RCB,21.0,79.0,65.0,44.0,23.0,56.0,59.0,77.0,62.0,22.0,76.0,45.0
2542,232670,LS,75.0,77.0,63.0,73.0,33.0,46.0,68.0,68.0,68.0,72.0,34.0,67.0
2543,193247,GK,12.0,13.0,24.0,11.0,17.0,15.0,41.0,70.0,32.0,16.0,12.0,19.0
2544,201953,LB,68.0,64.0,76.0,76.0,73.0,72.0,75.0,71.0,79.0,77.0,68.0,67.0
2545,212449,CB,67.0,77.0,63.0,49.0,50.0,54.0,32.0,64.0,65.0,58.0,71.0,42.0
2546,122849,ST,75.0,71.0,67.0,73.0,56.0,49.0,75.0,71.0,75.0,68.0,30.0,67.0
2547,206306,RCM,60.0,53.0,77.0,71.0,55.0,73.0,67.0,75.0,77.0,76.0,65.0,54.0
2548,231138,RS,74.0,62.0,64.0,79.0,73.0,61.0,87.0,73.0,76.0,60.0,35.0,65.0
2549,220131,ST,78.0,84.0,58.0,60.0,32.0,33.0,59.0,70.0,65.0,58.0,30.0,68.0
2550,205540,RM,63.0,35.0,70.0,83.0,53.0,61.0,83.0,65.0,67.0,72.0,35.0,63.0
2551,212197,GK,11.0,10.0,31.0,22.0,12.0,26.0,42.0,68.0,43.0,9.0,12.0,19.0
2552,226789,RM,61.0,67.0,77.0,78.0,66.0,75.0,73.0,67.0,76.0,52.0,65.0,53.0
2553,172517,CM,65.0,55.0,76.0,75.0,69.0,69.0,75.0,71.0,90.0,70.0,65.0,67.0
2554,183781,CB,36.0,72.0,70.0,56.0,42.0,73.0,44.0,68.0,70.0,52.0,76.0,45.0
2555,196069,RW,59.0,63.0,72.0,79.0,59.0,68.0,82.0,76.0,78.0,62.0,58.0,71.0
2556,188135,RB,57.0,69.0,72.0,71.0,60.0,67.0,74.0,73.0,89.0,80.0,49.0,59.0
2557,199912,CAM,71.0,50.0,75.0,78.0,72.0,70.0,76.0,72.0,71.0,68.0,41.0,60.0
2558,234730,RB,41.0,64.0,69.0,74.0,39.0,63.0,78.0,72.0,75.0,53.0,68.0,39.0
2559,216811,RCB,30.0,76.0,55.0,37.0,26.0,65.0,45.0,64.0,62.0,23.0,78.0,39.0
2560,221931,LCM,65.0,58.0,75.0,74.0,72.0,73.0,70.0,70.0,67.0,72.0,64.0,67.0
2561,53739,GK,17.0,14.0,43.0,11.0,19.0,40.0,52.0,69.0,39.0,19.0,12.0,20.0
2562,194795,CB,45.0,69.0,71.0,62.0,47.0,71.0,67.0,69.0,69.0,46.0,71.0,45.0
2563,223724,RB,59.0,55.0,69.0,67.0,33.0,62.0,84.0,75.0,90.0,70.0,62.0,45.0
2564,208621,LM,74.0,46.0,68.0,72.0,68.0,65.0,79.0,68.0,85.0,72.0,31.0,66.0
2565,172013,LB,45.0,76.0,75.0,67.0,38.0,70.0,62.0,75.0,67.0,68.0,64.0,49.0
2566,112365,RCM,52.0,63.0,78.0,70.0,71.0,76.0,61.0,72.0,72.0,72.0,76.0,67.0
2567,191725,CAM,65.0,55.0,74.0,72.0,77.0,71.0,67.0,73.0,72.0,74.0,45.0,79.0
2568,191726,CDM,31.0,76.0,72.0,68.0,44.0,68.0,54.0,67.0,81.0,67.0,69.0,54.0
2569,212207,RDM,70.0,66.0,72.0,74.0,74.0,71.0,69.0,69.0,67.0,76.0,23.0,66.0
2570,225263,CB,32.0,73.0,64.0,54.0,31.0,47.0,63.0,66.0,75.0,35.0,73.0,38.0
2571,186351,CDM,67.0,78.0,74.0,77.0,44.0,74.0,67.0,71.0,86.0,74.0,67.0,72.0
2572,163824,RCB,37.0,71.0,63.0,57.0,23.0,73.0,43.0,67.0,54.0,40.0,74.0,45.0
2573,203505,LB,61.0,68.0,67.0,71.0,60.0,63.0,83.0,72.0,86.0,67.0,68.0,61.0
2574,20209,LCB,25.0,72.0,56.0,48.0,28.0,47.0,50.0,70.0,69.0,32.0,76.0,40.0
2575,220658,LB,48.0,64.0,67.0,75.0,64.0,55.0,86.0,72.0,79.0,71.0,70.0,46.0
2576,186098,GK,12.0,14.0,26.0,15.0,12.0,31.0,59.0,69.0,36.0,16.0,25.0,25.0
2577,183795,RCB,16.0,76.0,60.0,39.0,20.0,55.0,43.0,69.0,55.0,18.0,72.0,23.0
2578,148212,GK,13.0,14.0,31.0,16.0,14.0,28.0,46.0,65.0,24.0,11.0,12.0,22.0
2579,217844,LB,37.0,64.0,69.0,75.0,40.0,52.0,73.0,73.0,85.0,43.0,68.0,45.0
2580,183284,RCB,40.0,76.0,70.0,61.0,50.0,68.0,67.0,66.0,67.0,59.0,72.0,57.0
2581,199157,LB,60.0,64.0,75.0,67.0,45.0,63.0,71.0,67.0,77.0,55.0,72.0,43.0
2582,232437,LB,45.0,69.0,69.0,52.0,40.0,56.0,70.0,75.0,75.0,34.0,71.0,38.0
2583,232693,CB,36.0,70.0,63.0,57.0,25.0,54.0,69.0,73.0,68.0,37.0,73.0,40.0
2584,216055,RM,62.0,52.0,75.0,74.0,70.0,73.0,88.0,68.0,73.0,65.0,58.0,69.0
2585,198136,LW,66.0,59.0,75.0,77.0,51.0,60.0,87.0,69.0,72.0,69.0,55.0,58.0
2586,229880,RB,44.0,60.0,66.0,73.0,45.0,52.0,86.0,65.0,70.0,46.0,78.0,56.0
2587,184312,RW,66.0,53.0,69.0,77.0,47.0,54.0,95.0,67.0,74.0,57.0,27.0,63.0
2588,222457,LDM,67.0,62.0,74.0,77.0,70.0,69.0,82.0,67.0,58.0,72.0,50.0,59.0
2589,162297,GK,10.0,10.0,26.0,10.0,10.0,29.0,49.0,70.0,30.0,11.0,8.0,22.0
2590,176377,LCB,38.0,72.0,70.0,59.0,46.0,62.0,56.0,67.0,70.0,58.0,68.0,43.0
2591,199418,RM,67.0,53.0,71.0,75.0,72.0,66.0,77.0,73.0,79.0,63.0,57.0,69.0
2592,212474,CAM,65.0,49.0,76.0,74.0,72.0,77.0,74.0,78.0,69.0,75.0,44.0,70.0
2593,213242,CM,58.0,69.0,75.0,70.0,43.0,71.0,69.0,69.0,72.0,57.0,67.0,54.0
2594,189946,RB,40.0,69.0,75.0,72.0,44.0,74.0,62.0,75.0,80.0,41.0,76.0,58.0
2595,193786,GK,10.0,11.0,31.0,13.0,19.0,31.0,51.0,72.0,29.0,18.0,18.0,21.0
2596,204539,RB,58.0,62.0,73.0,76.0,63.0,67.0,95.0,69.0,80.0,68.0,66.0,64.0
2597,226045,LW,70.0,60.0,72.0,75.0,40.0,65.0,79.0,67.0,83.0,58.0,70.0,65.0
2598,230397,LCB,47.0,74.0,68.0,58.0,43.0,71.0,66.0,72.0,74.0,52.0,71.0,67.0
2599,200446,ST,73.0,68.0,65.0,77.0,79.0,60.0,77.0,70.0,72.0,70.0,21.0,73.0
2600,201982,RWB,66.0,56.0,73.0,73.0,77.0,62.0,77.0,74.0,79.0,67.0,59.0,63.0
2601,203774,ST,72.0,69.0,67.0,75.0,79.0,52.0,75.0,71.0,67.0,65.0,22.0,76.0
2602,206590,LCM,68.0,54.0,79.0,76.0,59.0,75.0,72.0,68.0,76.0,69.0,60.0,59.0
2603,192766,CB,42.0,72.0,73.0,63.0,40.0,56.0,42.0,70.0,70.0,37.0,60.0,50.0
2604,198143,CAM,66.0,40.0,70.0,79.0,68.0,71.0,78.0,67.0,72.0,71.0,22.0,75.0
2605,167936,LCB,25.0,73.0,66.0,30.0,34.0,56.0,32.0,71.0,50.0,30.0,75.0,39.0
2606,169216,RS,70.0,74.0,62.0,70.0,37.0,49.0,79.0,74.0,67.0,65.0,31.0,72.0
2607,188416,CB,51.0,74.0,76.0,63.0,75.0,76.0,56.0,74.0,81.0,68.0,75.0,57.0
2608,198145,LF,72.0,60.0,63.0,77.0,59.0,59.0,74.0,78.0,64.0,72.0,45.0,69.0
2609,200962,LDM,62.0,51.0,75.0,76.0,73.0,72.0,81.0,75.0,72.0,61.0,61.0,67.0
2610,206594,CAM,66.0,40.0,70.0,79.0,64.0,64.0,78.0,64.0,68.0,71.0,63.0,55.0
2611,210434,RB,45.0,52.0,60.0,72.0,43.0,56.0,77.0,69.0,88.0,66.0,72.0,44.0
2612,224258,CB,48.0,74.0,68.0,71.0,52.0,66.0,62.0,55.0,82.0,53.0,70.0,49.0
2613,177922,LM,68.0,69.0,68.0,70.0,71.0,71.0,86.0,70.0,61.0,75.0,36.0,68.0
2614,188931,CDM,36.0,61.0,70.0,58.0,50.0,67.0,51.0,72.0,81.0,51.0,75.0,58.0
2615,179972,ST,77.0,80.0,71.0,66.0,64.0,61.0,38.0,69.0,54.0,71.0,28.0,67.0
2616,180228,LCB,39.0,76.0,66.0,50.0,41.0,57.0,55.0,66.0,53.0,49.0,75.0,50.0
2617,204549,GK,14.0,11.0,48.0,18.0,19.0,46.0,53.0,69.0,37.0,12.0,12.0,30.0
2618,189701,CB,56.0,74.0,70.0,51.0,68.0,72.0,51.0,62.0,60.0,49.0,74.0,64.0
2619,150278,GK,14.0,12.0,35.0,15.0,12.0,33.0,35.0,74.0,23.0,15.0,13.0,24.0
2620,201223,LCM,59.0,60.0,74.0,76.0,54.0,68.0,78.0,74.0,79.0,65.0,66.0,60.0
2621,203783,RB,38.0,66.0,70.0,65.0,41.0,62.0,74.0,74.0,76.0,22.0,69.0,41.0
2622,19975,ST,76.0,58.0,74.0,72.0,75.0,69.0,75.0,63.0,75.0,75.0,23.0,64.0
2623,223751,CB,40.0,71.0,68.0,59.0,50.0,68.0,63.0,68.0,63.0,39.0,74.0,54.0
2624,176903,CDM,27.0,50.0,69.0,61.0,47.0,69.0,54.0,67.0,69.0,58.0,79.0,40.0
2625,166664,RB,45.0,68.0,71.0,59.0,40.0,59.0,71.0,72.0,73.0,59.0,73.0,49.0
2626,238856,CDM,38.0,61.0,72.0,62.0,40.0,75.0,56.0,76.0,84.0,52.0,62.0,51.0
2627,215049,LB,45.0,60.0,68.0,68.0,47.0,60.0,80.0,72.0,91.0,67.0,68.0,55.0
2628,139274,CB,14.0,74.0,54.0,54.0,27.0,54.0,33.0,66.0,46.0,32.0,60.0,46.0
2629,215050,LCB,35.0,75.0,63.0,50.0,32.0,55.0,69.0,67.0,66.0,62.0,70.0,48.0
2630,188938,GK,11.0,12.0,20.0,13.0,14.0,21.0,45.0,65.0,38.0,15.0,12.0,14.0
2631,232459,RCB,35.0,71.0,59.0,59.0,45.0,54.0,63.0,67.0,77.0,46.0,73.0,49.0
2632,226060,RS,76.0,45.0,71.0,78.0,54.0,50.0,92.0,79.0,79.0,65.0,22.0,54.0
2633,215565,RCB,16.0,74.0,67.0,53.0,21.0,54.0,62.0,68.0,68.0,32.0,66.0,31.0
2634,220685,ST,69.0,68.0,70.0,72.0,63.0,65.0,68.0,73.0,72.0,66.0,32.0,72.0
2635,223245,ST,69.0,66.0,74.0,77.0,68.0,64.0,88.0,68.0,75.0,68.0,23.0,59.0
2636,193549,RCB,22.0,72.0,53.0,54.0,35.0,59.0,54.0,68.0,74.0,23.0,72.0,25.0
2637,241166,LDM,56.0,42.0,78.0,70.0,80.0,77.0,55.0,70.0,66.0,74.0,71.0,63.0
2638,223247,RCM,49.0,72.0,75.0,68.0,53.0,71.0,67.0,76.0,92.0,65.0,69.0,45.0
2639,223248,ST,70.0,73.0,70.0,71.0,41.0,60.0,84.0,72.0,65.0,63.0,21.0,71.0
2640,241168,LM,64.0,39.0,75.0,76.0,59.0,69.0,86.0,65.0,64.0,70.0,29.0,58.0
2641,213777,RM,59.0,59.0,72.0,72.0,65.0,69.0,74.0,71.0,92.0,71.0,59.0,42.0
2642,219409,RB,52.0,62.0,71.0,68.0,63.0,69.0,76.0,69.0,85.0,67.0,70.0,55.0
2643,221201,LB,55.0,54.0,72.0,74.0,52.0,62.0,86.0,71.0,78.0,54.0,72.0,61.0
2644,223249,GK,19.0,17.0,26.0,15.0,20.0,19.0,35.0,64.0,32.0,16.0,10.0,24.0
2645,54033,CDM,60.0,72.0,76.0,61.0,73.0,82.0,34.0,72.0,34.0,73.0,71.0,72.0
2646,186385,CDM,59.0,45.0,75.0,67.0,66.0,73.0,67.0,71.0,76.0,66.0,70.0,66.0
2647,180754,CAM,70.0,71.0,76.0,72.0,85.0,77.0,51.0,73.0,67.0,76.0,55.0,80.0
2648,184082,LCB,34.0,73.0,60.0,52.0,28.0,50.0,49.0,70.0,68.0,29.0,70.0,31.0
2649,189715,CM,57.0,70.0,81.0,64.0,82.0,79.0,41.0,66.0,55.0,76.0,62.0,76.0
2650,204308,GK,11.0,11.0,39.0,12.0,13.0,38.0,37.0,65.0,32.0,13.0,16.0,26.0
2651,157716,CB,42.0,80.0,67.0,39.0,28.0,65.0,32.0,71.0,39.0,44.0,74.0,50.0
2652,230420,CAM,66.0,56.0,76.0,72.0,76.0,63.0,80.0,67.0,67.0,68.0,28.0,68.0
2653,234772,RM,64.0,43.0,72.0,69.0,65.0,69.0,89.0,63.0,75.0,59.0,35.0,63.0
2654,214294,CM,66.0,73.0,73.0,71.0,31.0,71.0,76.0,70.0,87.0,70.0,67.0,39.0
2655,201751,CAM,68.0,29.0,73.0,72.0,49.0,65.0,84.0,73.0,48.0,65.0,41.0,56.0
2656,204823,LW,64.0,71.0,71.0,76.0,69.0,68.0,83.0,72.0,85.0,74.0,45.0,62.0
2657,189975,ST,74.0,82.0,66.0,67.0,46.0,51.0,63.0,70.0,79.0,74.0,51.0,80.0
2658,203544,LWB,53.0,58.0,70.0,68.0,65.0,67.0,75.0,73.0,77.0,64.0,72.0,74.0
2659,219160,LDM,34.0,58.0,76.0,74.0,37.0,73.0,64.0,67.0,79.0,40.0,70.0,36.0
2660,186392,RB,46.0,73.0,69.0,64.0,34.0,69.0,55.0,74.0,72.0,59.0,74.0,40.0
2661,200473,LS,73.0,58.0,69.0,75.0,59.0,55.0,85.0,70.0,78.0,72.0,32.0,68.0
2662,205081,ST,74.0,72.0,68.0,71.0,60.0,59.0,71.0,70.0,76.0,65.0,36.0,72.0
2663,242201,RCM,51.0,48.0,77.0,70.0,68.0,72.0,75.0,75.0,81.0,66.0,70.0,59.0
2664,204826,CB,22.0,79.0,58.0,35.0,59.0,41.0,49.0,66.0,66.0,50.0,72.0,68.0
2665,230170,GK,13.0,14.0,17.0,14.0,14.0,15.0,58.0,62.0,38.0,15.0,15.0,16.0
2666,45083,LCB,22.0,72.0,66.0,35.0,18.0,63.0,60.0,69.0,73.0,32.0,74.0,46.0
2667,189723,ST,72.0,69.0,66.0,75.0,62.0,48.0,71.0,70.0,64.0,66.0,35.0,68.0
2668,190748,LM,69.0,57.0,68.0,76.0,62.0,66.0,79.0,73.0,67.0,71.0,56.0,63.0
2669,183581,RCB,55.0,86.0,70.0,63.0,47.0,70.0,69.0,73.0,88.0,62.0,66.0,52.0
2670,194333,GK,13.0,39.0,24.0,18.0,12.0,20.0,27.0,67.0,20.0,13.0,13.0,19.0
2671,220702,CB,37.0,71.0,68.0,66.0,71.0,66.0,69.0,66.0,72.0,48.0,71.0,57.0
2672,149791,CAM,63.0,43.0,76.0,74.0,67.0,72.0,60.0,66.0,52.0,67.0,42.0,77.0
2673,230175,GK,11.0,17.0,14.0,21.0,12.0,16.0,42.0,70.0,31.0,14.0,17.0,13.0
2674,211489,CAM,69.0,43.0,72.0,75.0,56.0,73.0,73.0,66.0,68.0,70.0,34.0,77.0
2675,203810,RB,36.0,58.0,68.0,73.0,64.0,65.0,78.0,66.0,78.0,62.0,68.0,57.0
2676,205346,RB,47.0,52.0,69.0,74.0,42.0,60.0,92.0,68.0,77.0,46.0,69.0,61.0
2677,206626,ST,74.0,72.0,70.0,69.0,31.0,43.0,66.0,66.0,68.0,67.0,24.0,63.0
2678,210723,LB,45.0,66.0,68.0,64.0,70.0,65.0,77.0,69.0,79.0,57.0,69.0,55.0
2679,230435,RDM,57.0,71.0,77.0,58.0,54.0,75.0,76.0,64.0,75.0,73.0,79.0,62.0
2680,181795,LCB,41.0,63.0,68.0,61.0,41.0,60.0,71.0,74.0,72.0,56.0,72.0,46.0
2681,202276,ST,75.0,63.0,70.0,71.0,55.0,54.0,78.0,71.0,67.0,63.0,37.0,66.0
2682,220196,RM,68.0,40.0,74.0,77.0,48.0,64.0,73.0,72.0,70.0,55.0,28.0,58.0
2683,225060,CB,43.0,78.0,55.0,46.0,33.0,42.0,70.0,71.0,74.0,47.0,71.0,43.0
2684,207653,RS,72.0,43.0,65.0,78.0,56.0,61.0,87.0,69.0,74.0,68.0,21.0,61.0
2685,226853,RB,59.0,68.0,70.0,73.0,37.0,68.0,83.0,68.0,75.0,47.0,70.0,59.0
2686,189221,RB,54.0,68.0,75.0,73.0,58.0,75.0,69.0,71.0,81.0,67.0,69.0,58.0
2687,213030,CM,48.0,48.0,74.0,73.0,37.0,69.0,65.0,74.0,81.0,68.0,65.0,34.0
2688,235814,RB,47.0,61.0,68.0,57.0,58.0,63.0,75.0,72.0,83.0,54.0,67.0,55.0
2689,190502,CB,60.0,67.0,76.0,67.0,73.0,75.0,65.0,74.0,67.0,74.0,71.0,71.0
2690,212519,LM,71.0,43.0,69.0,74.0,49.0,63.0,80.0,68.0,75.0,66.0,38.0,48.0
2691,229927,LCM,58.0,44.0,81.0,75.0,53.0,71.0,69.0,70.0,65.0,48.0,67.0,55.0
2692,203304,ST,73.0,77.0,60.0,67.0,46.0,46.0,78.0,70.0,73.0,65.0,27.0,62.0
2693,189480,RS,71.0,77.0,69.0,73.0,63.0,61.0,68.0,71.0,70.0,71.0,26.0,57.0
2694,209449,RW,64.0,48.0,69.0,74.0,53.0,53.0,92.0,74.0,75.0,68.0,37.0,67.0
2695,215083,CAM,73.0,63.0,68.0,71.0,52.0,49.0,77.0,72.0,84.0,74.0,34.0,66.0
2696,178475,ST,75.0,78.0,57.0,53.0,48.0,23.0,55.0,74.0,56.0,70.0,22.0,65.0
2697,190507,LCB,29.0,70.0,63.0,47.0,43.0,54.0,37.0,76.0,70.0,34.0,67.0,30.0
2698,186156,RB,43.0,66.0,63.0,68.0,36.0,61.0,71.0,71.0,87.0,55.0,71.0,38.0
2699,224813,LM,69.0,40.0,72.0,74.0,67.0,67.0,78.0,69.0,83.0,70.0,53.0,66.0
2700,226861,RM,73.0,52.0,68.0,78.0,61.0,61.0,88.0,62.0,72.0,74.0,42.0,67.0
2701,235565,LCB,58.0,72.0,69.0,65.0,53.0,72.0,67.0,71.0,73.0,58.0,74.0,37.0
2702,172077,CB,41.0,77.0,62.0,55.0,40.0,61.0,60.0,76.0,53.0,52.0,69.0,47.0
2703,189485,CF,65.0,55.0,72.0,78.0,65.0,55.0,87.0,73.0,66.0,68.0,55.0,69.0
2704,192045,RB,56.0,60.0,70.0,74.0,60.0,64.0,86.0,68.0,80.0,67.0,67.0,40.0
2705,230446,LDM,59.0,72.0,73.0,71.0,43.0,71.0,59.0,73.0,72.0,64.0,78.0,51.0
2706,110638,GK,10.0,22.0,20.0,17.0,12.0,32.0,47.0,62.0,39.0,16.0,20.0,27.0
2707,186158,CB,24.0,75.0,65.0,44.0,34.0,53.0,58.0,62.0,71.0,20.0,71.0,46.0
2708,177712,LM,67.0,63.0,73.0,70.0,58.0,63.0,83.0,66.0,82.0,67.0,49.0,57.0
2709,186672,LDM,49.0,75.0,72.0,68.0,60.0,60.0,53.0,72.0,76.0,56.0,71.0,63.0
2710,192560,RM,59.0,55.0,75.0,75.0,53.0,74.0,82.0,71.0,90.0,57.0,64.0,61.0
2711,198705,RB,66.0,59.0,72.0,75.0,63.0,67.0,80.0,72.0,71.0,63.0,70.0,66.0
2712,227633,CAM,62.0,56.0,75.0,73.0,57.0,68.0,83.0,74.0,81.0,64.0,63.0,58.0
2713,200754,CDM,61.0,70.0,74.0,68.0,61.0,72.0,68.0,67.0,84.0,68.0,72.0,59.0
2714,139058,CAM,56.0,59.0,78.0,69.0,82.0,77.0,50.0,73.0,34.0,74.0,55.0,63.0
2715,220466,RM,53.0,68.0,72.0,74.0,59.0,68.0,75.0,68.0,77.0,76.0,65.0,58.0
2716,185394,LCB,39.0,72.0,67.0,55.0,66.0,69.0,34.0,71.0,66.0,61.0,72.0,60.0
2717,223283,LS,76.0,79.0,57.0,66.0,33.0,35.0,53.0,64.0,55.0,59.0,35.0,75.0
2718,193331,GK,14.0,12.0,32.0,12.0,16.0,28.0,59.0,65.0,44.0,11.0,15.0,19.0
2719,205364,LB,63.0,70.0,71.0,68.0,61.0,67.0,80.0,66.0,86.0,61.0,70.0,42.0
2720,223284,LCB,37.0,71.0,66.0,71.0,50.0,70.0,68.0,66.0,75.0,56.0,74.0,45.0
2721,230964,ST,73.0,71.0,65.0,71.0,62.0,57.0,77.0,72.0,68.0,69.0,31.0,70.0
2722,205365,LM,65.0,48.0,70.0,75.0,68.0,64.0,81.0,65.0,71.0,69.0,42.0,59.0
2723,208949,LM,69.0,43.0,73.0,73.0,64.0,69.0,78.0,65.0,75.0,74.0,60.0,75.0
2724,165429,CAM,76.0,69.0,66.0,62.0,71.0,58.0,73.0,76.0,72.0,69.0,32.0,75.0
2725,241461,RM,72.0,50.0,69.0,79.0,46.0,72.0,77.0,65.0,63.0,55.0,34.0,62.0
2726,205878,GK,13.0,12.0,26.0,14.0,18.0,27.0,41.0,71.0,38.0,19.0,24.0,26.0
2727,214838,LB,70.0,57.0,72.0,72.0,62.0,70.0,82.0,70.0,81.0,67.0,68.0,51.0
2728,221750,RB,36.0,60.0,72.0,62.0,36.0,54.0,76.0,71.0,77.0,32.0,73.0,48.0
2729,230198,RB,20.0,71.0,70.0,65.0,70.0,46.0,64.0,65.0,68.0,68.0,74.0,65.0
2730,200759,LB,60.0,64.0,71.0,73.0,34.0,55.0,83.0,71.0,78.0,56.0,68.0,67.0
2731,230199,RB,52.0,67.0,68.0,71.0,46.0,52.0,66.0,74.0,79.0,42.0,67.0,67.0
2732,230967,LM,66.0,51.0,75.0,78.0,69.0,65.0,82.0,54.0,80.0,65.0,39.0,55.0
2733,244791,LDM,59.0,35.0,77.0,64.0,39.0,76.0,60.0,76.0,77.0,62.0,43.0,40.0
2734,197688,LB,54.0,53.0,75.0,70.0,58.0,72.0,75.0,71.0,75.0,59.0,70.0,57.0
2735,201016,RB,40.0,58.0,72.0,68.0,50.0,62.0,75.0,70.0,74.0,65.0,76.0,51.0
2736,235320,LS,74.0,78.0,59.0,69.0,41.0,53.0,74.0,65.0,78.0,73.0,39.0,68.0
2737,181560,CB,23.0,74.0,68.0,61.0,23.0,64.0,65.0,72.0,67.0,41.0,69.0,49.0
2738,209723,ST,71.0,74.0,69.0,72.0,55.0,67.0,83.0,71.0,78.0,65.0,39.0,69.0
2739,179516,LS,73.0,67.0,64.0,66.0,66.0,56.0,66.0,73.0,85.0,73.0,38.0,70.0
2740,225085,LM,71.0,55.0,68.0,80.0,52.0,63.0,86.0,63.0,73.0,69.0,28.0,70.0
2741,226877,RW,67.0,48.0,68.0,79.0,66.0,53.0,84.0,68.0,71.0,67.0,36.0,70.0
2742,228413,GK,16.0,19.0,29.0,19.0,12.0,19.0,55.0,51.0,25.0,19.0,10.0,22.0
2743,237629,LDM,53.0,32.0,78.0,73.0,44.0,72.0,67.0,73.0,78.0,62.0,76.0,38.0
2744,177981,CDM,58.0,54.0,74.0,64.0,73.0,72.0,60.0,70.0,72.0,68.0,72.0,59.0
2745,207935,GK,12.0,12.0,32.0,17.0,17.0,25.0,32.0,64.0,42.0,16.0,18.0,20.0
2746,184895,CAM,72.0,38.0,69.0,74.0,72.0,68.0,81.0,73.0,64.0,74.0,31.0,79.0
2747,244544,RM,69.0,39.0,72.0,75.0,58.0,64.0,82.0,60.0,69.0,61.0,42.0,58.0
2748,201025,LB,54.0,76.0,62.0,61.0,56.0,59.0,66.0,73.0,69.0,62.0,73.0,39.0
2749,192321,CM,57.0,49.0,76.0,71.0,68.0,78.0,75.0,69.0,79.0,75.0,64.0,57.0
2750,209218,CAM,69.0,44.0,75.0,75.0,67.0,70.0,62.0,65.0,60.0,69.0,53.0,73.0
2751,221250,CDM,47.0,50.0,74.0,72.0,40.0,70.0,66.0,66.0,83.0,55.0,72.0,54.0
2752,225859,LCB,35.0,74.0,66.0,64.0,36.0,63.0,69.0,70.0,76.0,39.0,73.0,44.0
2753,226627,ST,75.0,55.0,68.0,79.0,53.0,64.0,88.0,75.0,72.0,70.0,35.0,59.0
2754,229699,CAM,67.0,42.0,74.0,74.0,52.0,67.0,78.0,65.0,76.0,70.0,46.0,50.0
2755,196932,ST,74.0,72.0,73.0,67.0,48.0,56.0,67.0,68.0,68.0,65.0,31.0,65.0
2756,235844,CB,40.0,74.0,72.0,64.0,30.0,71.0,71.0,71.0,73.0,30.0,71.0,65.0
2757,190276,RCB,23.0,72.0,66.0,39.0,55.0,64.0,49.0,66.0,74.0,57.0,71.0,46.0
2758,213061,RS,72.0,68.0,74.0,71.0,50.0,57.0,82.0,66.0,84.0,66.0,41.0,74.0
2759,211014,RB,45.0,55.0,68.0,72.0,68.0,54.0,83.0,74.0,87.0,49.0,68.0,47.0
2760,158790,CAM,66.0,43.0,79.0,72.0,57.0,74.0,76.0,63.0,71.0,68.0,35.0,53.0
2761,192838,RB,52.0,64.0,69.0,74.0,57.0,65.0,67.0,74.0,83.0,65.0,72.0,54.0
2762,196935,CB,18.0,73.0,69.0,55.0,24.0,58.0,64.0,62.0,68.0,21.0,69.0,43.0
2763,211527,RM,75.0,55.0,71.0,76.0,80.0,70.0,73.0,62.0,73.0,71.0,58.0,74.0
2764,184136,ST,76.0,78.0,65.0,71.0,41.0,49.0,63.0,67.0,71.0,59.0,48.0,71.0
2765,200521,RW,69.0,40.0,67.0,76.0,73.0,59.0,80.0,68.0,70.0,70.0,33.0,68.0
2766,211017,LM,68.0,40.0,73.0,73.0,79.0,66.0,79.0,69.0,68.0,74.0,47.0,80.0
2767,177481,LB,44.0,67.0,73.0,62.0,50.0,65.0,73.0,65.0,79.0,58.0,68.0,66.0
2768,159818,RW,68.0,40.0,73.0,74.0,86.0,71.0,84.0,67.0,71.0,76.0,34.0,72.0
2769,231242,RW,68.0,51.0,72.0,79.0,62.0,65.0,86.0,64.0,68.0,65.0,28.0,60.0
2770,189514,RB,47.0,55.0,69.0,70.0,54.0,68.0,79.0,75.0,80.0,64.0,72.0,53.0
2771,193098,RM,66.0,68.0,73.0,70.0,69.0,67.0,83.0,73.0,74.0,71.0,58.0,55.0
2772,162123,CB,40.0,77.0,64.0,45.0,35.0,54.0,31.0,68.0,76.0,42.0,55.0,59.0
2773,212300,LCB,35.0,68.0,58.0,55.0,32.0,57.0,61.0,67.0,73.0,40.0,74.0,34.0
2774,173132,ST,74.0,67.0,65.0,68.0,51.0,36.0,79.0,72.0,72.0,69.0,38.0,70.0
2775,186444,ST,78.0,78.0,66.0,66.0,46.0,48.0,69.0,66.0,60.0,67.0,19.0,63.0
2776,213581,RCB,38.0,77.0,64.0,48.0,44.0,64.0,63.0,78.0,84.0,43.0,69.0,38.0
2777,162893,CB,35.0,75.0,58.0,31.0,39.0,44.0,65.0,73.0,54.0,28.0,70.0,48.0
2778,176717,CB,32.0,66.0,54.0,42.0,29.0,46.0,67.0,67.0,64.0,30.0,74.0,40.0
2779,214350,ST,78.0,78.0,58.0,64.0,62.0,50.0,59.0,67.0,74.0,70.0,54.0,65.0
2780,214606,CM,50.0,50.0,74.0,72.0,59.0,75.0,69.0,66.0,73.0,70.0,68.0,52.0
